fid_num,src_file,subject,protocol,tr_ms,te_ms,x_ppm,x_hz,re_spect,im_spect,x_time_ms,re_fid,im_fid
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,16.006,1393.555,1.283450e+04,-1.053055e+04,0.0060,-4.238254e+03,-9.915572e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.998,1392.578,1.116834e+04,-9.151141e+03,0.0065,9.571337e+02,1.296129e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.990,1391.602,1.274173e+04,-1.034794e+04,0.0070,2.304257e+04,1.493276e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.982,1390.625,1.136629e+04,-1.017438e+04,0.0075,3.281498e+04,-5.876079e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.974,1389.648,1.254440e+04,-1.049386e+04,0.0080,1.544493e+04,-2.076773e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.966,1388.672,1.357986e+04,-1.309088e+04,0.0085,-2.778531e+03,-9.583304e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.958,1387.695,1.258357e+04,-1.075097e+04,0.0090,1.001096e+03,1.164896e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.950,1386.719,1.202600e+04,-1.372234e+04,0.0095,2.271269e+04,1.471291e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.943,1385.742,9.271055e+03,-1.243525e+04,0.0100,3.145957e+04,-3.635466e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.935,1384.766,1.357465e+04,-9.695109e+03,0.0105,1.765306e+04,-1.795610e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.927,1383.789,1.078629e+04,-1.134138e+04,0.0110,-1.199735e+03,-9.217089e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.919,1382.812,1.133747e+04,-1.137072e+04,0.0115,1.092694e+03,1.043765e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.911,1381.836,1.101487e+04,-1.007255e+04,0.0120,1.862115e+04,1.460423e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.903,1380.859,1.463028e+04,-1.124444e+04,0.0125,2.763153e+04,-1.073556e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.895,1379.883,9.669082e+03,-9.857016e+03,0.0130,1.441626e+04,-1.398611e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.887,1378.906,1.370600e+04,-9.585250e+03,0.0135,-1.372862e+03,-6.095225e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.879,1377.930,1.492618e+04,-1.036439e+04,0.0140,7.565767e+02,1.069099e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.871,1376.953,1.426556e+04,-1.146327e+04,0.0145,1.735527e+04,1.211064e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.863,1375.977,1.375154e+04,-1.007921e+04,0.0150,2.252748e+04,-3.578100e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.855,1375.000,1.348490e+04,-1.110011e+04,0.0155,9.411030e+03,-1.386101e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.847,1374.023,1.295789e+04,-9.946500e+03,0.0160,-4.558772e+03,-4.482230e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.840,1373.047,1.244396e+04,-9.581055e+03,0.0165,1.114519e+03,1.044017e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.832,1372.070,1.297423e+04,-1.152719e+04,0.0170,1.630359e+04,8.926669e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.824,1371.094,1.379612e+04,-1.010134e+04,0.0175,1.972395e+04,-6.441695e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.816,1370.117,1.385549e+04,-9.919859e+03,0.0180,6.032012e+03,-1.380905e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.808,1369.141,9.636883e+03,-1.276262e+04,0.0185,-3.913385e+03,-3.252357e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.800,1368.164,1.293970e+04,-1.029507e+04,0.0190,2.989338e+03,8.861879e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.792,1367.188,1.143020e+04,-1.079816e+04,0.0195,1.648896e+04,5.330197e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.784,1366.211,1.295554e+04,-1.052525e+04,0.0200,1.626839e+04,-7.773218e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.776,1365.234,1.507063e+04,-1.159603e+04,0.0205,4.343410e+03,-1.134090e+04
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.768,1364.258,1.412489e+04,-7.938223e+03,0.0210,-2.622288e+03,-8.564183e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.760,1363.281,1.282384e+04,-1.074648e+04,0.0215,5.341140e+03,8.169457e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.752,1362.305,1.224953e+04,-1.161118e+04,0.0220,1.502715e+04,3.450052e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.744,1361.328,1.189566e+04,-1.106440e+04,0.0225,1.342635e+04,-7.019065e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.737,1360.352,1.353564e+04,-1.066620e+04,0.0230,2.761232e+03,-8.252933e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.729,1359.375,1.402150e+04,-1.098248e+04,0.0235,-1.382835e+03,7.811268e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.721,1358.398,1.168100e+04,-9.305883e+03,0.0240,5.113083e+03,6.917352e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.713,1357.422,1.050346e+04,-1.173132e+04,0.0245,1.239398e+04,2.321987e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.705,1356.445,1.051950e+04,-1.035630e+04,0.0250,9.773641e+03,-5.762588e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.697,1355.469,1.257666e+04,-1.170255e+04,0.0255,2.001532e+03,-6.114514e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.689,1354.492,1.137963e+04,-1.198277e+04,0.0260,-9.010370e+02,5.530562e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.681,1353.516,1.224050e+04,-1.276747e+04,0.0265,4.420884e+03,4.569004e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.673,1352.539,1.275815e+04,-1.087305e+04,0.0270,9.210296e+03,7.414995e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.665,1351.562,1.409461e+04,-1.300968e+04,0.0275,7.348465e+03,-5.057484e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.657,1350.586,1.366924e+04,-1.165259e+04,0.0280,1.549512e+03,-5.069417e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.649,1349.609,1.284231e+04,-1.195572e+04,0.0285,2.203080e+02,-2.690709e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.641,1348.633,1.227768e+04,-1.008804e+04,0.0290,4.039838e+03,2.297226e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.634,1347.656,1.238483e+04,-8.052137e+03,0.0295,7.644702e+03,-7.381384e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.626,1346.680,1.178482e+04,-1.071826e+04,0.0300,5.794796e+03,-4.798958e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.618,1345.703,9.237199e+03,-1.161691e+04,0.0305,1.612463e+03,-4.275430e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.610,1344.727,1.100495e+04,-1.086208e+04,0.0310,6.380716e+02,-1.504974e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.602,1343.750,1.234836e+04,-1.148275e+04,0.0315,4.250437e+03,1.802399e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.594,1342.773,1.249830e+04,-1.310556e+04,0.0320,6.827970e+03,-8.478696e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.586,1341.797,1.175194e+04,-1.351325e+04,0.0325,5.221629e+03,-4.091984e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.578,1340.820,1.333253e+04,-1.013725e+04,0.0330,1.262131e+03,-3.532057e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.570,1339.844,1.043486e+04,-1.150952e+04,0.0335,6.649424e+02,3.888041e+01
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.562,1338.867,1.294959e+04,-9.784906e+03,0.0340,3.343452e+03,1.741545e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.554,1337.891,1.214000e+04,-1.139173e+04,0.0345,5.702686e+03,-4.785673e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.546,1336.914,1.269773e+04,-1.126173e+04,0.0350,4.007690e+03,-3.250587e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.538,1335.938,1.476662e+04,-9.300449e+03,0.0355,1.082726e+03,-2.770133e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.531,1334.961,1.318708e+04,-1.124637e+04,0.0360,3.842231e+02,4.247971e+01
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.523,1333.984,1.302022e+04,-1.101451e+04,0.0365,2.758970e+03,1.157075e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.515,1333.008,1.353682e+04,-1.288224e+04,0.0370,4.132980e+03,-7.511090e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.507,1332.031,1.182219e+04,-1.204393e+04,0.0375,2.953810e+03,-2.779495e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.499,1331.055,1.317515e+04,-9.911273e+03,0.0380,6.046690e+02,-2.267462e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.491,1330.078,1.124475e+04,-1.283890e+04,0.0385,5.076057e+02,-1.452119e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.483,1329.102,1.296288e+04,-1.109561e+04,0.0390,2.258365e+03,3.897433e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.475,1328.125,1.026417e+04,-1.091857e+04,0.0395,3.441242e+03,-1.162459e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.467,1327.148,1.134186e+04,-1.037675e+04,0.0400,2.098865e+03,-2.609711e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.459,1326.172,1.284244e+04,-1.225132e+04,0.0405,5.803400e+02,-1.929235e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.451,1325.195,1.206991e+04,-1.251322e+04,0.0410,5.863490e+02,-2.836166e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.443,1324.219,1.394191e+04,-1.159959e+04,0.0415,2.284780e+03,5.370617e+01
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.435,1323.242,1.215791e+04,-1.221241e+04,0.0420,2.829817e+03,-1.157696e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.428,1322.266,1.017676e+04,-1.004641e+04,0.0425,1.949530e+03,-2.169192e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.420,1321.289,1.258593e+04,-1.047751e+04,0.0430,5.162948e+02,-1.528349e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.412,1320.312,1.226731e+04,-1.183414e+04,0.0435,7.440566e+02,-1.533489e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.404,1319.336,1.194909e+04,-1.244907e+04,0.0440,1.772884e+03,5.950749e+01
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.396,1318.359,1.067839e+04,-1.153303e+04,0.0445,2.330601e+03,-8.725638e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.388,1317.383,1.204559e+04,-1.084294e+04,0.0450,1.409220e+03,-1.634093e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.380,1316.406,1.400940e+04,-9.461199e+03,0.0455,5.301974e+02,-1.171368e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.372,1315.430,1.157017e+04,-9.958098e+03,0.0460,4.581849e+02,-2.405855e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.364,1314.453,1.205661e+04,-1.150985e+04,0.0465,1.431317e+03,2.252021e+01
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.356,1313.477,1.139690e+04,-1.305474e+04,0.0470,1.574703e+03,-7.555343e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.348,1312.500,1.324114e+04,-1.094279e+04,0.0475,1.147791e+03,-1.368267e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.340,1311.523,1.174661e+04,-1.164653e+04,0.0480,2.811178e+02,-1.032848e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.332,1310.547,1.323516e+04,-1.292950e+04,0.0485,3.982537e+02,-2.366232e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.325,1309.570,1.154489e+04,-1.152251e+04,0.0490,9.538389e+02,-1.728607e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.317,1308.594,1.329521e+04,-1.068083e+04,0.0495,1.296085e+03,-7.712952e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.309,1307.617,1.300232e+04,-1.264093e+04,0.0500,7.360288e+02,-1.208563e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.301,1306.641,1.027971e+04,-1.150001e+04,0.0505,2.662039e+02,-9.361239e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.293,1305.664,1.151622e+04,-1.317108e+04,0.0510,2.212302e+02,-3.358965e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.285,1304.688,1.172225e+04,-1.418064e+04,0.0515,8.698309e+02,-2.509268e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.277,1303.711,1.243910e+04,-1.315667e+04,0.0520,1.035326e+03,-7.286799e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.269,1302.734,1.017628e+04,-1.159222e+04,0.0525,7.947115e+02,-1.032077e+03
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.261,1301.758,1.326546e+04,-1.241101e+04,0.0530,1.588719e+02,-8.283475e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.253,1300.781,1.259843e+04,-1.080296e+04,0.0535,3.108643e+02,-3.182823e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.245,1299.805,1.061361e+04,-1.300389e+04,0.0540,6.480959e+02,-1.738022e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.237,1298.828,1.389052e+04,-1.216921e+04,0.0545,9.733926e+02,-5.542601e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.229,1297.852,1.179465e+04,-8.649139e+03,0.0550,5.322609e+02,-8.991831e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.222,1296.875,1.254288e+04,-1.205964e+04,0.0555,2.151447e+02,-6.024116e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.214,1295.898,1.012150e+04,-9.122042e+03,0.0560,1.568650e+02,-1.392033e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.206,1294.922,1.036929e+04,-1.305776e+04,0.0565,5.952925e+02,-1.506883e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.198,1293.945,1.215343e+04,-1.276739e+04,0.0570,7.152375e+02,-4.203660e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.190,1292.969,1.321009e+04,-1.078122e+04,0.0575,5.918591e+02,-6.953156e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.182,1291.992,1.036630e+04,-1.394099e+04,0.0580,1.140034e+02,-5.324641e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.174,1291.016,1.052064e+04,-1.376063e+04,0.0585,1.561194e+02,-1.906824e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.166,1290.039,1.347956e+04,-1.413120e+04,0.0590,3.964600e+02,-9.459447e+01
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.158,1289.062,1.180254e+04,-1.102405e+04,0.0595,6.159117e+02,-3.422923e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.150,1288.086,1.278299e+04,-1.271839e+04,0.0600,3.283498e+02,-6.374954e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.142,1287.109,1.216636e+04,-1.217530e+04,0.0605,1.348611e+02,-4.411292e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.134,1286.133,1.414649e+04,-1.154188e+04,0.0610,-5.690111e+01,-1.755829e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.126,1285.156,1.279492e+04,-9.893604e+03,0.0615,4.141399e+02,-1.122289e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.119,1284.180,1.020683e+04,-1.232644e+04,0.0620,4.298389e+02,-3.329285e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.111,1283.203,1.173882e+04,-1.182340e+04,0.0625,3.352296e+02,-5.316294e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.103,1282.227,1.128563e+04,-1.236793e+04,0.0630,1.200875e+01,-4.351003e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.095,1281.250,1.347181e+04,-1.256174e+04,0.0635,1.242055e+02,-1.632339e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.087,1280.273,1.219034e+04,-9.867951e+03,0.0640,2.470846e+02,-7.538896e+01
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.079,1279.297,1.115529e+04,-1.414600e+04,0.0645,4.799235e+02,-2.811969e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.071,1278.320,1.174121e+04,-1.401358e+04,0.0650,1.876176e+02,-4.315505e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.063,1277.344,1.294542e+04,-1.185682e+04,0.0655,7.891504e+01,-3.392044e+02
0,"ANON_STEAM_8513638497563320.dcm","ANON_3347829384","VL_SPEC_T2_TE54",9000.00,54.00,15.055,1276.367,1.378427e+04,-1.544925e+04,0.0660,1.489548e+01,-5.949126e+01
